5001,0.03222146,0.03222146
5202,0.03222146,0.1288859
5402,0.06444293,0.1288859
5602,0.2255502,0.1611073
5803,0.2577717,0.2577717
6004,0.2899932,0.3544361
6206,0.4188791,0.5477649
6408,0.5477649,0.8699797
6610,0.7733152,1.353302
6812,1.031087,2.029952
7014,1.353302,2.674382
7216,1.675516,3.415475
7416,2.158838,4.382119
7617,2.609939,5.413206
7817,3.125482,6.540957
8017,3.673247,7.700931
8217,4.253233,8.989788
8418,4.897663,10.27865
8618,5.509871,11.59973
8819,6.1543,12.85636
9019,6.798729,14.01634
9220,7.443159,15.14409
9422,8.119809,16.30406
9624,8.764238,17.5607
9826,9.408668,18.84956
10028,10.08532,20.13841
10230,10.85863,21.4595
10432,11.56751,22.74835
10634,12.21194,24.03721
10834,12.85636,25.35829
11035,13.53301,26.64715
11235,14.24189,27.96823
11436,14.98298,29.25709
11638,15.65963,30.70705
11840,16.43295,32.22147
12042,17.17404,33.67143
12244,17.91513,35.1214
12446,18.62401,36.53914
12648,19.26844,37.86022
12850,19.94509,39.14908
13052,20.7184,40.47016
13253,21.52394,41.79124
13455,22.29725,43.0801
13657,23.00613,44.40118
13859,23.65056,45.69004
14061,24.42387,47.07556
14263,25.19719,48.42886
14465,26.03494,49.84661
14667,26.77604,51.29657
14868,27.58157,52.77876
15071,28.38711,54.35761
15272,29.16042,55.93646
15474,29.93374,57.48309
15676,30.70705,58.99751
15878,31.48037,60.51191
16080,32.25368,62.05854
16280,33.05922,63.54073
16481,33.83254,65.08736
16682,34.54141,66.56954
16883,35.31472,68.01951
17083,36.08804,69.53392
17284,36.86135,71.04833
17485,37.63467,72.53052
17686,38.37576,74.01271
17888,39.1813,75.43045
18089,40.05128,76.75153
18291,40.9857,78.04039
18493,41.85568,79.32925
18695,42.72566,80.65033
18897,43.56342,81.93919
19097,44.40118,83.22804
19298,45.27116,84.54913
19498,46.14114,85.83798
19698,47.01112,87.12684
19898,47.81665,88.4157
20099,48.65441,89.70456
20299,49.42773,90.99342
20500,50.23326,92.34671
20700,51.0388,93.8289
20901,51.81211,95.3111
21103,52.52098,96.8255
21305,53.26208,98.37213
21507,54.00317,99.95098
21709,54.74427,101.5298
21918,55.5498,103.302
22124,56.32312,104.9131
22325,57.03199,106.5242
22526,57.80531,108.1352
22728,58.51418,109.6819
22930,59.25527,111.2285
23132,59.99637,112.7751
23333,60.73746,114.3217
23534,61.38189,115.7395
23734,62.02632,117.1572
23935,62.67075,118.575
24135,63.31518,120.0249
24336,64.05627,121.5071
24536,64.76514,123.0215
24737,65.47401,124.5037
24939,66.11845,125.9859
25141,66.82732,127.4681
25343,67.47174,128.9825
25545,68.24506,130.4969
25760,69.01837,132.1724
25966,69.72725,133.6546
26168,70.43612,135.0724
26370,71.11277,136.5546
26574,71.82164,137.9723
26774,72.46607,139.4223
26974,73.20717,140.9045
27175,74.01271,142.4511
27376,74.7538,143.9977
27578,75.4949,145.5766
27780,76.23598,147.1554
27982,76.94485,148.7343
28184,77.65372,150.2809
28386,78.39482,151.8275
28588,79.16814,153.3742
28790,79.81257,154.8886
28990,80.52144,156.4352
29193,81.16587,157.9818
29395,81.87474,159.5285
29597,82.61583,161.1073
29799,83.3247,162.7184
30001,84.03358,164.1361
30203,84.67801,165.4572
30405,85.32244,166.875
30607,85.96687,168.3249
30807,86.64351,169.7427
31007,87.44905,171.0638
31209,88.22237,172.4493
31409,88.99568,173.867
31611,89.73677,175.2525
31813,90.51009,176.6703
32015,91.25119,178.1525
32217,92.02451,179.6024
32419,92.66893,181.1491
32619,93.31336,182.6635
32820,93.95779,184.1779
33020,94.60223,185.7245
33220,95.24664,187.2389
33420,95.89108,188.8178
33621,96.6644,190.3644
33821,97.30882,191.9433
34022,97.95325,193.4899
34223,98.56546,194.9721
34424,99.24211,196.4865
34625,99.88654,198.0653
34827,100.531,199.6442
