1,0.03222146,0.0
52,0.06444293,0.06444293
102,0.0966644,0.1288859
154,0.1288859,0.1288859
205,0.1288859,0.1288859
256,0.1611073,0.1288859
308,0.1611073,0.1288859
359,0.1611073,0.1611073
411,0.1611073,0.1933288
462,0.1611073,0.1933288
513,0.1933288,0.2255502
564,0.2255502,0.2577717
614,0.2899932,0.3222147
665,0.3222147,0.3866576
717,0.3866576,0.4188791
767,0.4511004,0.5155434
818,0.5477649,0.5799863
868,0.6122079,0.6766508
919,0.7088722,0.8055367
969,0.8377582,0.9344224
1020,0.9344224,1.09553
1070,1.09553,1.256637
1121,1.224416,1.449966
1171,1.417744,1.611073
1221,1.578852,1.772181
1272,1.739959,1.933288
1322,1.868845,2.094395
1375,2.062174,2.255502
1426,2.223281,2.41661
1477,2.384388,2.609939
1528,2.545496,2.771046
1580,2.674382,2.932153
1631,2.803267,3.061039
1683,2.932153,3.254368
1734,3.093261,3.415475
1786,3.254368,3.608804
1837,3.415475,3.834354
1887,3.608804,4.059905
1938,3.769911,4.285455
1989,3.898797,4.478784
2039,4.059905,4.704334
2089,4.253233,4.962106
2140,4.446562,5.252099
2190,4.672112,5.509871
2241,4.897663,5.799864
2291,5.123213,6.057635
2342,5.348763,6.347629
2392,5.606535,6.637622
2442,5.864306,6.927615
2495,6.1543,7.249829
2546,6.412072,7.572044
2597,6.702065,7.894259
2648,6.992058,8.216473
2700,7.282051,8.538688
2751,7.572044,8.860903
2803,7.894259,9.215339
2854,8.216473,9.601997
2906,8.57091,9.988654
2957,8.925346,10.40753
3007,9.279781,10.82641
3058,9.698661,11.30973
3109,10.11754,11.82528
3159,10.56864,12.37304
3209,11.05196,12.88859
3260,11.53528,13.43635
3310,12.05083,13.98412
3361,12.59859,14.5641
3411,13.14636,15.14409
3462,13.72634,15.7563
3512,14.30633,16.40073
3562,14.95076,17.07738
3615,15.62741,17.72181
3666,16.27184,18.36623
3717,16.91627,18.97844
3768,17.52848,19.78398
3835,18.26957,20.39619
3886,18.84956,20.97617
3936,19.3651,21.55616
3986,19.91286,22.10393
4038,20.42841,22.65169
4090,21.0084,23.19946
4140,21.52394,23.74722
4192,22.0717,24.29499
4244,22.61947,24.87497
4296,23.13501,25.42274
4347,23.68278,25.93828
4399,24.19832,26.51826
4449,24.74609,27.03381
4500,25.26163,27.58157
4550,25.80939,28.09712
4601,26.32494,28.61266
4651,26.8727,29.09598
4702,27.38824,29.5793
4752,27.90379,30.12707
4803,28.45155,30.67484
4854,28.99932,31.19038
4904,29.54708,31.70592
4957,30.12707,32.22147
6010,31.2226,33.25255
6060,31.2226,33.31699
6111,31.25482,33.51032
6163,31.31926,33.57476
6216,31.31926,33.63921
6267,31.35148,33.67143
6317,31.35148,33.76809
6367,31.35148,33.83254
6418,31.35148,33.89698
6475,31.35148,33.99364
6531,31.35148,34.09031
6582,31.38371,34.2192
6634,31.41593,34.31586
6685,31.44815,34.41253
6737,31.44815,34.54141
6788,31.48037,34.70251
6839,31.48037,34.89584
6890,31.54481,35.05695
6942,31.54481,35.21806
6992,31.60926,35.37917
7043,31.64148,35.5725
7094,31.6737,35.70139
7145,31.70592,35.89471
7197,31.73814,36.05582
7247,31.77036,36.24915
7298,31.8348,36.4747
7349,31.86703,36.70025
7400,31.89925,36.9258
7451,31.96369,37.15135
7502,31.99591,37.40912
7555,32.02814,37.69911
7606,32.09258,37.95689
7658,32.15702,38.24688
7710,32.22147,38.53687
7762,32.31813,38.85909
7813,32.41479,39.14908
7864,32.51146,39.43908
7916,32.60812,39.79351
7966,32.70478,40.14795
8017,32.80145,40.47016
8067,32.93034,40.76015
8117,33.027,41.11459
8168,33.18811,41.40458
8218,33.31699,41.75902
8269,33.44588,42.08123
8320,33.60699,42.43567
8371,33.76809,42.79011
8422,33.89698,43.14454
8475,34.09031,43.49898
8526,34.28364,43.88564
8577,34.44474,44.27229
8628,34.60585,44.65895
8679,34.76696,45.04561
8730,34.92807,45.40004
8781,35.08917,45.7867
8832,35.25028,46.14114
8884,35.44361,46.56001
8937,35.60471,46.94667
8987,35.79805,47.30111
9038,35.99137,47.65555
9089,36.21693,48.04221
9140,36.41026,48.42886
9190,36.60358,48.81552
9241,36.79691,49.2344
9291,36.99024,49.62106
9341,37.18357,50.07215
9392,37.3769,50.45882
9442,37.60245,50.90991
9494,37.79578,51.32879
9545,37.98911,51.74767
9596,38.18243,52.13433
9648,38.40799,52.55321
9699,38.60131,52.97208
9750,38.79464,53.39096
9802,39.0202,53.84206
9853,39.24574,54.29316
9904,39.47129,54.71204
9954,39.69685,55.13092
10006,39.95462,55.5498
10057,40.18017,55.96868
10107,40.43794,56.38757
10158,40.66349,56.80644
10209,40.92126,57.22532
10259,41.17903,57.67642
10309,41.40458,58.0953
10360,41.63013,58.57862
10410,41.85568,58.99751
10461,42.04901,59.48082
10511,42.27456,59.93192
10561,42.46789,60.38302
10612,42.66122,60.83413
10662,42.91899,61.31744
10715,43.17677,61.80077
10766,43.40231,62.25187
10817,43.66009,62.73519
10868,43.88564,63.21851
10920,44.1434,63.70184
10971,44.36896,64.15294
11025,44.65895,64.63625
