7187,317.5748,265.4082,-191.1993
7297,323.1168,261.4128,-224.4088
7401,328.6912,257.5784,-256.6091
7504,334.4588,254.034,-286.3564
8110,345.8652,248.8464,-343.5076
8215,346.6707,249.9097,-343.6522
8316,349.0551,252.3263,-343.4829
8417,352.6317,255.774,-343.7663
8518,356.9494,260.0594,-344.0625
8620,361.6859,265.0215,-343.4114
8721,366.6803,270.3703,-341.9128
8822,371.8357,276.0413,-339.9656
8927,377.41,282.1634,-337.9312
9028,383.0165,288.1243,-336.7091
9130,388.9131,294.1819,-336.1918
9234,395.0996,296.6308,-340.9801
9335,401.125,296.0186,-357.9901
9436,407.086,294.6331,-381.7222
9537,412.9825,292.5065,-408.0445
9638,418.6857,289.7999,-435.7222
9740,424.5178,286.7711,-464.5838
9841,430.511,283.5811,-494.6465
9942,436.4398,280.3267,-526.3236
10047,442.6263,277.0402,-558.9922
10148,448.4261,274.1402,-589.1173
10249,454.0971,271.1758,-617.9359
10350,459.7358,268.147,-647.6578
10451,465.6646,264.8927,-677.7131
10552,471.7222,261.6383,-709.5521
10652,477.651,258.4161,-739.4484
10753,483.3864,255.2906,-767.8554
10854,489.1218,251.9718,-797.9232
10955,495.0506,248.4919,-829.6433
11056,501.2048,245.1087,-861.742
11158,507.5847,241.661,-897.9758
11263,513.739,238.4711,-930.4814
11364,519.7,235.4423,-961.6767
11465,525.6609,232.2201,-994.5301
11566,531.7831,228.7079,-1028.149
11667,538.0018,225.2925,-1061.328
11768,544.0272,221.8448,-1091.373
11869,549.8915,218.4615,-1120.773
11970,555.788,215.0783,-1151.207
12071,561.8779,211.4695,-1182.794
12172,568.0645,208.1185,-1214.576
12272,574.1865,205.0252,-1245.74
12373,580.0508,202.1252,-1274.988
12489,586.4628,198.9998,-1307.075
12590,592.1017,196.0032,-1335.835
12691,597.9982,192.7488,-1367.522
12792,603.9269,189.5266,-1400.841
12893,609.759,186.2723,-1432.66
12993,615.5588,183.0179,-1463.102
13094,621.5198,179.6347,-1491.089
13195,627.6741,176.2192,-1522.458
13296,633.8928,172.9004,-1553.058
13397,640.015,169.9682,-1583.575
13498,645.9114,167.1005,-1618.285
13600,651.808,163.7173,-1655.515
13719,658.8645,160.2051,-1694.357
13825,665.2766,156.4996,-1731.33
13926,671.4631,152.8586,-1764.483
14027,677.5207,149.3143,-1793.819
14128,683.5461,145.7699,-1822.699
14229,689.7004,142.2255,-1854.088
14330,696.0159,138.6812,-1888.259
14432,702.5245,135.1368,-1943.649
14537,707.0356,134.9757,-1981.647
14638,709.5811,137.2312,-1984.235
14738,712.0944,140.0345,-1979.529
14842,714.801,143.16,-1976.976
14945,717.6687,146.221,-1972.784
15046,720.7941,149.3465,-1972.765
15147,724.113,152.6331,-1972.281
15248,727.5928,156.0163,-1977.202
15349,731.105,159.5285,-1981.973
15450,734.4883,163.1373,-1979.808
15551,737.8071,166.8427,-1976.911
15652,741.1904,170.6771,-1975.074
15753,744.6702,174.5114,-1973.924
15854,748.3113,178.4102,-1973.515
15955,752.1135,182.2768,-1974.034
16056,755.9478,186.9167,-1973.371
16176,760.7166,191.2666,-1972.145
16277,764.6154,195.4554,-1970.608
16378,768.5786,199.7086,-1969.828
16479,772.7352,204.0263,-1969.795
16581,777.0851,208.344,-1970.237
16685,781.6605,212.7583,-1970.699
16786,786.1715,217.1082,-1971.123
16887,790.7148,221.5548,-1971.71
16988,795.2902,226.0336,-1972.284
17089,799.8012,230.5446,-1972.24
17190,804.2477,235.0878,-1971.888
17294,808.8232,240.0822,-1970.734
17401,813.3986,244.9153,-1969.582
17507,817.9418,249.7163,-1968.486
17608,822.4851,254.2596,-1968.397
17709,827.1572,258.8995,-1968.921
17810,831.7648,263.5716,-1969.083
17911,836.147,268.3404,-1968.089
18012,840.5291,273.0447,-1966.818
18113,844.9435,277.8457,-1965.605
18214,849.39,282.6467,-1964.663
18315,853.9977,287.3832,-1964.678
18416,858.5731,292.1198,-1963.99
18517,863.0841,296.9208,-1963.594
18618,867.724,301.8507,-1963.023
18719,872.4606,306.6839,-1963.506
18821,877.3905,311.4527,-1963.528
18925,882.4492,316.3503,-1964.31
19026,887.4113,321.1513,-1964.389
19127,892.309,325.9846,-1964.562
19228,897.3033,330.8177,-1964.633
19329,902.2977,335.6832,-1965.487
19430,907.1309,340.5809,-1965.544
19531,911.9319,345.543,-1964.957
19632,916.6362,350.4729,-1963.765
19733,921.4049,355.4672,-1962.927
19834,926.1093,360.4937,-1961.937
19935,930.8459,365.4559,-1961.162
20036,935.5824,370.3213,-1960.352
20137,940.3512,375.2512,-1959.822
20238,945.1522,380.1166,-1959.01
20339,950.0499,385.0465,-1958.775
20441,954.9153,390.0731,-1957.911
20545,959.8774,395.2285,-1956.658
20646,964.7429,400.255,-1955.464
20747,969.705,405.2816,-1955.059
20848,974.8604,410.2115,-1955.53
20949,980.0158,415.1414,-1956.36
21050,985.0101,420.2001,-1955.901
21151,989.8434,425.2911,-1954.831
21252,994.6444,430.3176,-1953.718
21353,999.5743,435.2798,-1953.655
21454,1004.407,440.2419,-1953.003
21555,1009.241,445.2362,-1952.001
21656,1014.203,450.295,-1951.388
21757,1019.326,455.257,-1950.654
21858,1024.514,460.187,-1951.656
21959,1029.766,465.1813,-1952.016
22060,1034.921,470.2722,-1950.799
22165,1039.98,475.4921,-1950.582
22266,1044.878,480.5509,-1949.936
22367,1049.743,485.6419,-1949.307
